tds,building,boroughs,house,street,address,city,state,zipcode,bin,block,lot,boroughblocklot,censustrack,neighborhood,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
56,26,BROOKLYN,904,"WILLIAMS AVENUE","904 WILLIAMS AVENUE",BROOKLYN,NY,11207,3331301,8158,1,3081580001,982,Canarsie,40.663409,-73.897758,1,street_center,,"Williams Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,26,BROOKLYN,902,"WILLIAMS AVENUE","902 WILLIAMS AVENUE",BROOKLYN,NY,11207,3331301,8158,1,3081580001,982,Canarsie,40.663409,-73.897758,1,street_center,,"Williams Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,27,BROOKLYN,553,"EAST 108TH STREET","553 EAST 108TH STREET",BROOKLYN,NY,11236,3331294,8158,1,3081580001,982,Canarsie,40.644708,-73.888167,0.87,street_center,,"E 108th St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
56,27,BROOKLYN,543,"EAST 108TH STREET","543 EAST 108TH STREET",BROOKLYN,NY,11236,3331294,8158,1,3081580001,982,Canarsie,40.644708,-73.888167,0.87,street_center,,"E 108th St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
56,28,BROOKLYN,523,"EAST 108TH STREET","523 EAST 108TH STREET",BROOKLYN,NY,11236,3331291,8158,1,3081580001,982,Canarsie,40.644708,-73.888167,0.87,street_center,,"E 108th St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
56,28,BROOKLYN,254,"STANLEY AVENUE","254 STANLEY AVENUE",BROOKLYN,NY,11207,3331291,8158,1,3081580001,982,Canarsie,40.656929,-73.890017,1,street_center,,"Stanley Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,29,BROOKLYN,276,"STANLEY AVENUE","276 STANLEY AVENUE",BROOKLYN,NY,11207,3331295,8158,1,3081580001,982,Canarsie,40.656929,-73.890017,1,street_center,,"Stanley Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,29,BROOKLYN,274,"STANLEY AVENUE","274 STANLEY AVENUE",BROOKLYN,NY,11207,3331295,8158,1,3081580001,982,Canarsie,40.656929,-73.890017,1,street_center,,"Stanley Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,29,BROOKLYN,272,"STANLEY AVENUE","272 STANLEY AVENUE",BROOKLYN,NY,11207,3331295,8158,1,3081580001,982,Canarsie,40.656929,-73.890017,1,street_center,,"Stanley Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,29,BROOKLYN,270,"STANLEY AVENUE","270 STANLEY AVENUE",BROOKLYN,NY,11207,3331295,8158,1,3081580001,982,Canarsie,40.656929,-73.890017,1,street_center,,"Stanley Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,30,BROOKLYN,874,"WILLIAMS AVENUE","874 WILLIAMS AVENUE",BROOKLYN,NY,11207,3331296,8158,1,3081580001,982,Canarsie,40.663409,-73.897758,1,street_center,,"Williams Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,30,BROOKLYN,872,"WILLIAMS AVENUE","872 WILLIAMS AVENUE",BROOKLYN,NY,11207,3331296,8158,1,3081580001,982,Canarsie,40.663409,-73.897758,1,street_center,,"Williams Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,30,BROOKLYN,870,"WILLIAMS AVENUE","870 WILLIAMS AVENUE",BROOKLYN,NY,11207,3331296,8158,1,3081580001,982,Canarsie,40.663409,-73.897758,1,street_center,,"Williams Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
56,30,BROOKLYN,330,"STANLEY AVENUE","330 STANLEY AVENUE",BROOKLYN,NY,11207,3331296,8158,1,3081580001,982,Canarsie,40.656929,-73.890017,1,street_center,,"Stanley Ave",,,Brooklyn,NY,"Kings County",11207,US,"TIGER/Line® dataset from the US Census Bureau"
65,1,BROOKLYN,292,"RALPH AVENUE","292 RALPH AVENUE",BROOKLYN,NY,11233,3325154,1688,1,3016880001,381,"Crown Heights North",40.677578,-73.9219,1,street_center,,"Ralph Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,1,BROOKLYN,1871,"FULTON STREET","1871 FULTON STREET",BROOKLYN,NY,11233,3325154,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,2,BROOKLYN,1865,"FULTON STREET","1865 FULTON STREET",BROOKLYN,NY,11233,3325174,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,2,BROOKLYN,1853,"FULTON STREET","1853 FULTON STREET",BROOKLYN,NY,11233,3325174,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,3,BROOKLYN,1839,"FULTON STREET","1839 FULTON STREET",BROOKLYN,NY,11233,3333515,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,3,BROOKLYN,1831,"FULTON STREET","1831 FULTON STREET",BROOKLYN,NY,11233,3333515,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,4,BROOKLYN,333,"PATCHEN AVENUE","333 PATCHEN AVENUE",BROOKLYN,NY,11233,3333516,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,4,BROOKLYN,331,"PATCHEN AVENUE","331 PATCHEN AVENUE",BROOKLYN,NY,11233,3333516,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,5,BROOKLYN,1841,"FULTON STREET","1841 FULTON STREET",BROOKLYN,NY,11233,3325172,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,5,BROOKLYN,329,"PATCHEN AVENUE","329 PATCHEN AVENUE",BROOKLYN,NY,11233,3325172,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,6,BROOKLYN,1851,"FULTON STREET","1851 FULTON STREET",BROOKLYN,NY,11233,3325173,1688,1,3016880001,381,"Crown Heights North",40.67865,-73.920672,1,street_center,,"Fulton St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,6,BROOKLYN,274,"RALPH AVENUE","274 RALPH AVENUE",BROOKLYN,NY,11233,3325173,1688,1,3016880001,381,"Crown Heights North",40.677578,-73.9219,1,street_center,,"Ralph Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,7,BROOKLYN,254,"RALPH AVENUE","254 RALPH AVENUE",BROOKLYN,NY,11233,3325169,1688,1,3016880001,381,"Crown Heights North",40.677578,-73.9219,1,street_center,,"Ralph Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,7,BROOKLYN,324,"BAINBRIDGE STREET","324 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325169,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,8,BROOKLYN,311,"PATCHEN AVENUE","311 PATCHEN AVENUE",BROOKLYN,NY,11233,3325168,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,8,BROOKLYN,322,"BAINBRIDGE STREET","322 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325168,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,9,BROOKLYN,309,"PATCHEN AVENUE","309 PATCHEN AVENUE",BROOKLYN,NY,11233,3325175,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,9,BROOKLYN,307,"PATCHEN AVENUE","307 PATCHEN AVENUE",BROOKLYN,NY,11233,3325175,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,10,BROOKLYN,291,"PATCHEN AVENUE","291 PATCHEN AVENUE",BROOKLYN,NY,11233,3333523,1688,1,3016880001,381,"Crown Heights North",40.681915,-73.926033,1,street_center,,"Patchen Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,10,BROOKLYN,300,"BAINBRIDGE STREET","300 BAINBRIDGE STREET",BROOKLYN,NY,11233,3333523,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,11,BROOKLYN,320,"BAINBRIDGE STREET","320 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325167,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,11,BROOKLYN,302,"BAINBRIDGE STREET","302 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325167,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,12,BROOKLYN,326,"BAINBRIDGE STREET","326 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325170,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,12,BROOKLYN,340,"BAINBRIDGE STREET","340 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325170,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,13,BROOKLYN,234,"RALPH AVENUE","234 RALPH AVENUE",BROOKLYN,NY,11233,3325171,1688,1,3016880001,381,"Crown Heights North",40.677578,-73.9219,1,street_center,,"Ralph Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
65,13,BROOKLYN,342,"BAINBRIDGE STREET","342 BAINBRIDGE STREET",BROOKLYN,NY,11233,3325171,1688,1,3016880001,381,"Crown Heights North",40.681605,-73.924535,1,street_center,,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
32,1,BRONX,1455,"HARROD AVENUE","1455 HARROD AVENUE",BRONX,NY,10472,2098986,3886,2,2038860002,62,"West Farms-Bronx River",40.834668,-73.874663,1,street_center,,"Harrod Ave",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,2,BRONX,1435,"HARROD AVENUE","1435 HARROD AVENUE",BRONX,NY,10472,2092911,3886,2,2038860002,62,"West Farms-Bronx River",40.834668,-73.874663,1,street_center,,"Harrod Ave",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,3,BRONX,1635,"EAST 174TH STREET","1635 EAST 174TH STREET",BRONX,NY,10472,2092902,3886,2,2038860002,62,"West Farms-Bronx River",40.834215,-73.875344,0.87,street_center,,"E 174th St",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,4,BRONX,1460,"BRONX RIVER AVENUE","1460 BRONX RIVER AVENUE",BRONX,NY,10472,2092905,3886,2,2038860002,62,"West Farms-Bronx River",40.831685,-73.881317,1,street_center,,"Bronx River Ave",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,5,BRONX,1609,"EAST 174TH STREET","1609 EAST 174TH STREET",BRONX,NY,10472,2092908,3886,2,2038860002,62,"West Farms-Bronx River",40.834215,-73.875344,0.87,street_center,,"E 174th St",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,6,BRONX,1440,"BRONX RIVER AVENUE","1440 BRONX RIVER AVENUE",BRONX,NY,10472,2092904,3886,2,2038860002,62,"West Farms-Bronx River",40.831685,-73.881317,1,street_center,,"Bronx River Ave",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,7,BRONX,1575,"EAST 174TH STREET","1575 EAST 174TH STREET",BRONX,NY,10472,2092906,3886,2,2038860002,62,"West Farms-Bronx River",40.834215,-73.875344,0.87,street_center,,"E 174th St",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,8,BRONX,1595,"EAST 174TH STREET","1595 EAST 174TH STREET",BRONX,NY,10472,2092907,3886,2,2038860002,62,"West Farms-Bronx River",40.834215,-73.875344,0.87,street_center,,"E 174th St",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
32,9,BRONX,1420,"BRONX RIVER AVENUE","1420 BRONX RIVER AVENUE",BRONX,NY,10472,2092903,3886,2,2038860002,62,"West Farms-Bronx River",40.831685,-73.881317,1,street_center,,"Bronx River Ave",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
157,11,BRONX,1350,"MANOR AVENUE","1350 MANOR AVENUE",BRONX,NY,10472,2027475,3866,31,2038660031,56,"West Farms-Bronx River",40.827863,-73.875924,1,street_center,,"Manor Ave",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
157,12,BRONX,1630,"EAST 174TH STREET","1630 EAST 174TH STREET",BRONX,NY,10472,2027550,3868,33,2038680033,62,"West Farms-Bronx River",40.834215,-73.875344,0.87,street_center,,"E 174th St",,,Bronx,NY,"Bronx County",10472,US,"TIGER/Line® dataset from the US Census Bureau"
325,1,BROOKLYN,1634,"SAINT MARKS AVENUE","1634 SAINT MARKS AVENUE",BROOKLYN,NY,11233,3324683,1460,1,3014600001,363,"Ocean Hill",40.673616,-73.91848,1,street_center,,"St Marks Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
325,2,BROOKLYN,333,"HOPKINSON AVENUE","333 HOPKINSON AVENUE",BROOKLYN,NY,11233,3394308,1460,1,3014600001,363,"Ocean Hill",40.678054,-73.913718,1,street_center,,"Hopkinson Ave",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
16,1,BROOKLYN,284,"SUTTER AVENUE","284 SUTTER AVENUE",BROOKLYN,NY,11212,3326514,3544,1,3035440001,912,Brownsville,40.666528,-73.913475,1,street_center,,"Sutter Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,2,BROOKLYN,292,"SUTTER AVENUE","292 SUTTER AVENUE",BROOKLYN,NY,11212,3326516,3544,1,3035440001,912,Brownsville,40.666528,-73.913475,1,street_center,,"Sutter Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,2,BROOKLYN,296,"SUTTER AVENUE","296 SUTTER AVENUE",BROOKLYN,NY,11212,3326516,3544,1,3035440001,912,Brownsville,40.666528,-73.913475,1,street_center,,"Sutter Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,2,BROOKLYN,300,"SUTTER AVENUE","300 SUTTER AVENUE",BROOKLYN,NY,11212,3326516,3544,1,3035440001,912,Brownsville,40.666528,-73.913475,1,street_center,,"Sutter Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,3,BROOKLYN,308,"SUTTER AVENUE","308 SUTTER AVENUE",BROOKLYN,NY,11212,3326517,3544,1,3035440001,912,Brownsville,40.666528,-73.913475,1,street_center,,"Sutter Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,4,BROOKLYN,553,"ROCKAWAY AVENUE","553 ROCKAWAY AVENUE",BROOKLYN,NY,11212,3326513,3544,1,3035440001,912,Brownsville,40.664891,-73.909402,1,street_center,,"Rockaway Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,4,BROOKLYN,561,"ROCKAWAY AVENUE","561 ROCKAWAY AVENUE",BROOKLYN,NY,11212,3326513,3544,1,3035440001,912,Brownsville,40.664891,-73.909402,1,street_center,,"Rockaway Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,4,BROOKLYN,557,"ROCKAWAY AVENUE","557 ROCKAWAY AVENUE",BROOKLYN,NY,11212,3326513,3544,1,3035440001,912,Brownsville,40.664891,-73.909402,1,street_center,,"Rockaway Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,5,BROOKLYN,230,"OSBORN STREET","230 OSBORN STREET",BROOKLYN,NY,11212,3326515,3544,1,3035440001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,5,BROOKLYN,224,"OSBORN STREET","224 OSBORN STREET",BROOKLYN,NY,11212,3326515,3544,1,3035440001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,5,BROOKLYN,236,"OSBORN STREET","236 OSBORN STREET",BROOKLYN,NY,11212,3326515,3544,1,3035440001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,6,BROOKLYN,275,"BLAKE AVENUE","275 BLAKE AVENUE",BROOKLYN,NY,11212,3334334,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,7,BROOKLYN,287,"BLAKE AVENUE","287 BLAKE AVENUE",BROOKLYN,NY,11212,3326510,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,7,BROOKLYN,289,"BLAKE AVENUE","289 BLAKE AVENUE",BROOKLYN,NY,11212,3326510,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,7,BROOKLYN,291,"BLAKE AVENUE","291 BLAKE AVENUE",BROOKLYN,NY,11212,3326510,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,8,BROOKLYN,252,"OSBORN STREET","252 OSBORN STREET",BROOKLYN,NY,11212,3326511,3544,1,3035440001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,9,BROOKLYN,500,"MOTHER GASTON BOULEVARD","500 MOTHER GASTON BOULEVARD",BROOKLYN,NY,11212,3326508,3544,1,3035440001,912,Brownsville,40.665449,-73.905674,1,street_center,,"Mother Gaston Blvd",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,10,BROOKLYN,251,"OSBORN STREET","251 OSBORN STREET",BROOKLYN,NY,11212,3344722,3544,1,3035440001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,11,BROOKLYN,333,"BLAKE AVENUE","333 BLAKE AVENUE",BROOKLYN,NY,11212,3326512,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,11,BROOKLYN,335,"BLAKE AVENUE","335 BLAKE AVENUE",BROOKLYN,NY,11212,3326512,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,11,BROOKLYN,337,"BLAKE AVENUE","337 BLAKE AVENUE",BROOKLYN,NY,11212,3326512,3544,1,3035440001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,12,BROOKLYN,512,"MOTHER GASTON BOULEVARD","512 MOTHER GASTON BOULEVARD",BROOKLYN,NY,11212,3326509,3544,1,3035440001,912,Brownsville,40.665449,-73.905674,1,street_center,,"Mother Gaston Blvd",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,13,BROOKLYN,290,"BLAKE AVENUE","290 BLAKE AVENUE",BROOKLYN,NY,11212,3326526,3561,1,3035610001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,14,BROOKLYN,268,"OSBORN STREET","268 OSBORN STREET",BROOKLYN,NY,11212,3326527,3561,1,3035610001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,15,BROOKLYN,625,"ROCKAWAY AVENUE","625 ROCKAWAY AVENUE",BROOKLYN,NY,11212,3326530,3561,1,3035610001,912,Brownsville,40.664891,-73.909402,1,street_center,,"Rockaway Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,15,BROOKLYN,619,"ROCKAWAY AVENUE","619 ROCKAWAY AVENUE",BROOKLYN,NY,11212,3326530,3561,1,3035610001,912,Brownsville,40.664891,-73.909402,1,street_center,,"Rockaway Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,16,BROOKLYN,294,"OSBORN STREET","294 OSBORN STREET",BROOKLYN,NY,11212,3326525,3561,1,3035610001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,17,BROOKLYN,281,"DUMONT AVENUE","281 DUMONT AVENUE",BROOKLYN,NY,11212,3326518,3561,1,3035610001,912,Brownsville,40.663595,-73.911731,1,street_center,,"Dumont Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,18,BROOKLYN,293,"DUMONT AVENUE","293 DUMONT AVENUE",BROOKLYN,NY,11212,3326519,3561,1,3035610001,912,Brownsville,40.663595,-73.911731,1,street_center,,"Dumont Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,18,BROOKLYN,297,"DUMONT AVENUE","297 DUMONT AVENUE",BROOKLYN,NY,11212,3326519,3561,1,3035610001,912,Brownsville,40.663595,-73.911731,1,street_center,,"Dumont Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,18,BROOKLYN,301,"DUMONT AVENUE","301 DUMONT AVENUE",BROOKLYN,NY,11212,3326519,3561,1,3035610001,912,Brownsville,40.663595,-73.911731,1,street_center,,"Dumont Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,19,BROOKLYN,312,"OSBORN STREET","312 OSBORN STREET",BROOKLYN,NY,11212,3326520,3561,1,3035610001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,20,BROOKLYN,267,"OSBORN STREET","267 OSBORN STREET",BROOKLYN,NY,11212,3326528,3561,1,3035610001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,21,BROOKLYN,334,"BLAKE AVENUE","334 BLAKE AVENUE",BROOKLYN,NY,11212,3326529,3561,1,3035610001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,21,BROOKLYN,336,"BLAKE AVENUE","336 BLAKE AVENUE",BROOKLYN,NY,11212,3326529,3561,1,3035610001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,21,BROOKLYN,338,"BLAKE AVENUE","338 BLAKE AVENUE",BROOKLYN,NY,11212,3326529,3561,1,3035610001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,22,BROOKLYN,350,"BLAKE AVENUE","350 BLAKE AVENUE",BROOKLYN,NY,11212,3325326,3561,1,3035610001,912,Brownsville,40.665284,-73.913139,1,street_center,,"Blake Ave",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,23,BROOKLYN,295,"OSBORN STREET","295 OSBORN STREET",BROOKLYN,NY,11212,3326531,3561,1,3035610001,912,Brownsville,40.665102,-73.907914,1,street_center,,"Osborn St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
16,24,BROOKLYN,550,"MOTHER GASTON BOULEVARD","550 MOTHER GASTON BOULEVARD",BROOKLYN,NY,11212,3326524,3561,1,3035610001,912,Brownsville,40.665449,-73.905674,1,street_center,,"Mother Gaston Blvd",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
