tds,building,boroughs,house,street,address,city,state,zipcode,bin,block,lot,boroughblocklot,censustrack,neighborhood,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
205,11,BROOKLYN,728,FENIMORE STREET,728 FENIMORE STREET,BROOKLYN,NY,11203,3107348,4818,26,3048180026,87401,Prospect Lefferts Gardens-Wingate,40.659156,-73.945119,1,street_center,,Fenimore St,,,Brooklyn,NY,Kings County,11203,US,TIGER/Line® dataset from the US Census Bureau
205,12,BROOKLYN,726,FENIMORE STREET,726 FENIMORE STREET,BROOKLYN,NY,11203,3107347,4818,25,3048180025,87401,Prospect Lefferts Gardens-Wingate,40.659156,-73.945119,1,street_center,,Fenimore St,,,Brooklyn,NY,Kings County,11203,US,TIGER/Line® dataset from the US Census Bureau
205,13,BROOKLYN,334,LEFFERTS AVENUE,334 LEFFERTS AVENUE,BROOKLYN,NY,11225,3035394,1330,7,3013300007,804,Prospect Lefferts Gardens-Wingate,40.662115,-73.952591,1,street_center,,Lefferts Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
205,14,BROOKLYN,336,LEFFERTS AVENUE,336 LEFFERTS AVENUE,BROOKLYN,NY,11225,3035395,1330,8,3013300008,804,Prospect Lefferts Gardens-Wingate,40.662115,-73.952591,1,street_center,,Lefferts Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
205,15,BROOKLYN,338,LEFFERTS AVENUE,338 LEFFERTS AVENUE,BROOKLYN,NY,11225,3035396,1330,9,3013300009,804,Prospect Lefferts Gardens-Wingate,40.662115,-73.952591,1,street_center,,Lefferts Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
205,16,BROOKLYN,340,LEFFERTS AVENUE,340 LEFFERTS AVENUE,BROOKLYN,NY,11225,3035397,1330,10,3013300010,804,Prospect Lefferts Gardens-Wingate,40.662115,-73.952591,1,street_center,,Lefferts Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
205,17,BROOKLYN,342,LEFFERTS AVENUE,342 LEFFERTS AVENUE,BROOKLYN,NY,11225,3035398,1330,11,3013300011,804,Prospect Lefferts Gardens-Wingate,40.662115,-73.952591,1,street_center,,Lefferts Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
205,18,BROOKLYN,344,LEFFERTS AVENUE,344 LEFFERTS AVENUE,BROOKLYN,NY,11225,3035399,1330,12,3013300012,804,Prospect Lefferts Gardens-Wingate,40.662115,-73.952591,1,street_center,,Lefferts Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
209,1,QUEENS,143-03,105TH AVENUE,143-03 105TH AVENUE,JAMAICA,NY,11435,4214750,10041,120,4100410120,202,South Jamaica,40.693181,-73.806951,0.87,street_center,,105th Ave,,,Jamaica,NY,Queens County,11435,US,TIGER/Line® dataset from the US Census Bureau
209,3,QUEENS,194-17,114TH DRIVE,194-17 114TH DRIVE,SAINT ALBANS,NY,11412,4236390,11011,60,4110110060,526,St. Albans,40.696752,-73.76099,0.87,street_center,,114th Dr,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
209,4,QUEENS,202-06,116TH AVENUE,202-06 116TH AVENUE,SAINT ALBANS,NY,11412,4238571,11074,54,4110740054,530,St. Albans,40.695926,-73.752479,0.87,street_center,,116th Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
209,5,QUEENS,150-36,116TH ROAD,150-36 116TH ROAD,JAMAICA,NY,11434,4264704,12202,19,4122020019,272,Baisley Park,40.682383,-73.791204,0.87,street_center,,116th Rd,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
209,6,QUEENS,218-34,119TH AVENUE,218-34 119TH AVENUE,CAMBRIA HEIGHTS,NY,11411,4275402,12778,124,4127780124,610,Cambria Heights,40.688418,-73.730109,0.87,street_center,,119th Ave,,,Cambria Heights,NY,Queens County,11411,US,TIGER/Line® dataset from the US Census Bureau
209,8,QUEENS,114-11,130TH STREET,114-11 130TH STREET,SOUTH OZONE PARK,NY,11420,4251748,11656,67,4116560067,174,South Ozone Park,40.667783,-73.809891,0.87,street_center,,130th St,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
209,9,QUEENS,117-22,133RD STREET,117-22 133RD STREET,SOUTH OZONE PARK,NY,11420,4253069,11696,16,4116960016,180,South Ozone Park,40.673475,-73.805247,0.87,street_center,,133rd St,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
209,11,QUEENS,114-69,145TH STREET,114-69 145TH STREET,JAMAICA,NY,11436,4259348,11975,142,4119750142,192,Baisley Park,40.68393,-73.798798,0.87,street_center,,145th St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
209,12,QUEENS,130-34,147TH STREET,130-34 147TH STREET,JAMAICA,NY,11436,4262899,12109,66,4121090066,792,Baisley Park,40.669446,-73.791824,0.87,street_center,,147th St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
209,15,QUEENS,114-22,166TH STREET,114-22 166TH STREET,JAMAICA,NY,11434,4267054,12329,38,4123290038,276,Baisley Park,40.68609,-73.780919,0.87,street_center,,166th St,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
209,18,QUEENS,100-40,202ND STREET,100-40 202ND STREET,HOLLIS,NY,11423,4232360,10868,26,4108680026,50202,Hollis,40.716057,-73.759378,0.87,range_interpolation,,202nd St,,,Hollis,NY,Queens County,11423,US,TIGER/Line® dataset from the US Census Bureau
209,19,QUEENS,104-33,203RD STREET,104-33 203RD STREET,SAINT ALBANS,NY,11412,4233304,10903,42,4109030042,508,Hollis,40.70729,-73.755049,0.87,street_center,,203rd St,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
209,20,QUEENS,118-03,204TH STREET,118-03 204TH STREET,SAINT ALBANS,NY,11412,4272369,12639,54,4126390054,384,St. Albans,40.697952,-73.749705,0.87,street_center,,204th St,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
209,23,QUEENS,110-26,216TH STREET,110-26 216TH STREET,QUEENS VILLAGE,NY,11429,4239940,11129,28,4111290028,538,Queens Village,40.708211,-73.741229,0.87,street_center,,216th St,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
209,24,QUEENS,132-33,218TH STREET,132-33 218TH STREET,SPRINGFIELD GARDENS,NY,11413,4278400,12928,78,4129280078,626,Laurelton,40.68274,-73.749358,0.87,street_center,,218th St,,,Springfield Gardens,NY,Queens County,11413,US,TIGER/Line® dataset from the US Census Bureau
209,29,QUEENS,132-19,BENNETT COURT,132-19 BENNETT COURT,JAMAICA,NY,11434,4279658,12984,26,4129840026,352,St. Albans,40.677771,-73.761645,1,street_center,,Bennett Ct,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
209,30,QUEENS,104-06,FARMERS BOULEVARD,104-06 FARMERS BOULEVARD,HOLLIS,NY,11423,4220851,10368,60,4103680060,404,St. Albans,40.708235,-73.767696,1,street_center,,Farmers Blvd,,,Hollis,NY,Queens County,11423,US,TIGER/Line® dataset from the US Census Bureau
209,31,QUEENS,187-24,KEESEVILLE AVENUE,187-24 KEESEVILLE AVENUE,SAINT ALBANS,NY,11412,4221713,10420,80,4104200080,400,St. Albans,40.700304,-73.764748,1,street_center,,Keeseville Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
209,33,QUEENS,138-11,LINDEN BOULEVARD,138-11 LINDEN BOULEVARD,JAMAICA,NY,11436,4258482,11954,78,4119540078,194,South Jamaica,40.683359,-73.804915,1,street_center,,Linden Blvd,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
209,34,QUEENS,213-24,NASHVILLE BOULEVARD,213-24 NASHVILLE BOULEVARD,QUEENS VILLAGE,NY,11429,4240056,11134,18,4111340018,53401,Cambria Heights,40.70282,-73.741805,1,street_center,,Nashville Blvd,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
209,35,QUEENS,148-13,SUTTER AVENUE,148-13 SUTTER AVENUE,JAMAICA,NY,11436,4262719,12103,71,4121030071,788,Baisley Park,40.672478,-73.795389,1,street_center,,Sutter Ave,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
209,37,QUEENS,137-22,WESTGATE STREET,137-22 WESTGATE STREET,SPRINGFIELD GARDENS,NY,11413,4280168,13022,85,4130220085,330,Springfield Gardens North,40.673571,-73.761333,1,street_center,,Westgate St,,,Springfield Gardens,NY,Queens County,11413,US,TIGER/Line® dataset from the US Census Bureau
209,40,QUEENS,178-14,BAISLEY BOULEVARD,178-14 BAISLEY BOULEVARD,JAMAICA,NY,11434,4269193,12462,19,4124620019,368,St. Albans,40.685439,-73.769449,1,street_center,,Baisley Blvd,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
209,41,QUEENS,1502,BEACH 12TH STREET,1502 BEACH 12TH STREET,FAR ROCKAWAY,NY,11691,4297621,15502,2,4155020002,103201,Far Rockaway-Bayswater,40.60979,-73.747892,1,street_center,,Beach 12th St,,,Far Rockaway,NY,Queens County,11691,US,TIGER/Line® dataset from the US Census Bureau
209,42,QUEENS,1504,BEACH 12TH STREET,1504 BEACH 12TH STREET,FAR ROCKAWAY,NY,11691,4297622,15502,3,4155020003,103201,Far Rockaway-Bayswater,40.60979,-73.747892,1,street_center,,Beach 12th St,,,Far Rockaway,NY,Queens County,11691,US,TIGER/Line® dataset from the US Census Bureau
212,2,QUEENS,129-04,142ND STREET,129-04 142ND STREET,JAMAICA,NY,11436,4261836,12058,205,4120580205,790,Baisley Park,40.668814,-73.797353,0.87,range_interpolation,,142nd St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
212,3,QUEENS,171-28,111TH AVENUE,171-28 111TH AVENUE,JAMAICA,NY,11433,4219243,10282,58,4102820058,434,South Jamaica,40.692813,-73.785987,0.87,street_center,,111th Ave,,,Jamaica,NY,Queens County,11433,US,TIGER/Line® dataset from the US Census Bureau
212,4,QUEENS,215-32,112TH AVENUE,215-32 112TH AVENUE,QUEENS VILLAGE,NY,11429,4240276,11141,70,4111410070,538,Queens Village,40.705557,-73.745792,0.87,street_center,,112th Ave,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
212,7,QUEENS,126-01,116TH AVENUE,126-01 116TH AVENUE,SOUTH OZONE PARK,NY,11420,4252274,11670,40,4116700040,176,South Ozone Park,40.677783,-73.810539,0.87,street_center,,116th Ave,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
212,13,QUEENS,114-42,139TH STREET,114-42 139TH STREET,JAMAICA,NY,11436,4259063,11968,50,4119680050,192,Baisley Park,40.678871,-73.802658,0.87,street_center,,139th St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
212,14,QUEENS,133-11,148TH STREET,133-11 148TH STREET,JAMAICA,NY,11436,4263062,12115,28,4121150028,788,Baisley Park,40.670852,-73.79059,0.87,street_center,,148th St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
212,16,QUEENS,105-11,171ST PLACE,105-11 171ST PLACE,JAMAICA,NY,11433,4218252,10241,19,4102410019,440,South Jamaica,40.699736,-73.784953,0.87,street_center,,171st Pl,,,Jamaica,NY,Queens County,11433,US,TIGER/Line® dataset from the US Census Bureau
212,18,QUEENS,113-14,196TH STREET,113-14 196TH STREET,SAINT ALBANS,NY,11412,4235712,10989,105,4109890105,524,St. Albans,40.688605,-73.753186,0.87,street_center,,196th St,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
212,20,QUEENS,110-16,207TH STREET,110-16 207TH STREET,QUEENS VILLAGE,NY,11429,4234389,10947,41,4109470041,512,Queens Village,40.709827,-73.751187,0.87,street_center,,207th St,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
212,25,QUEENS,223-20,FRANCIS LEWIS BOULEVARD,223-20 FRANCIS LEWIS BOULEVARD,CAMBRIA HEIGHTS,NY,11411,4276466,12825,102,4128250102,612,Cambria Heights,40.700611,-73.748077,1,street_center,,Francis Lewis Blvd,,,Cambria Heights,NY,Queens County,11411,US,TIGER/Line® dataset from the US Census Bureau
212,28,BRONX,444,TORRY AVENUE,444 TORRY AVENUE,BRONX,NY,10473,2021116,3509,25,2035090025,84,Soundview-Castle Hill-Clason Point-Harding Park,40.813977,-73.848792,1,street_center,,Torry Ave,,,Bronx,NY,Bronx County,10473,US,TIGER/Line® dataset from the US Census Bureau
212,30,QUEENS,69-33,BAYFIELD AVENUE,69-33 BAYFIELD AVENUE,ARVERNE,NY,11692,4302902,16045,15,4160450015,954,Hammels-Arverne-Edgemere,40.599156,-73.797161,1,street_center,,Bayfield Ave,,,Arverne,NY,Queens County,11692,US,TIGER/Line® dataset from the US Census Bureau
213,2,QUEENS,209-47,112TH AVENUE,209-47 112TH AVENUE,QUEENS VILLAGE,NY,11429,4239793,11124,53,4111240053,53601,Queens Village,40.705557,-73.745792,0.87,street_center,,112th Ave,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
213,5,QUEENS,148-06,133RD AVENUE,148-06 133RD AVENUE,JAMAICA,NY,11436,4263065,12115,33,4121150033,788,Baisley Park,40.669154,-73.796003,0.87,street_center,,133rd Ave,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
213,6,QUEENS,115-21,135TH STREET,115-21 135TH STREET,SOUTH OZONE PARK,NY,11420,4252578,11678,60,4116780060,176,South Ozone Park,40.676385,-73.804377,0.87,street_center,,135th St,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
213,8,QUEENS,115-52,147TH STREET,115-52 147TH STREET,JAMAICA,NY,11436,4259847,11991,17,4119910017,188,Baisley Park,40.669446,-73.791824,0.87,street_center,,147th St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
213,9,QUEENS,144-23,166TH STREET,144-23 166TH STREET,JAMAICA,NY,11434,4284945,13272,54,4132720054,306,Springfield Gardens South-Brookville,40.68609,-73.780919,0.87,street_center,,166th St,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
213,11,QUEENS,115-27,208TH STREET,115-27 208TH STREET,CAMBRIA HEIGHTS,NY,11411,4238015,11051,23,4110510023,53401,Cambria Heights,40.697371,-73.744908,0.87,street_center,,208th St,,,Cambria Heights,NY,Queens County,11411,US,TIGER/Line® dataset from the US Census Bureau
213,12,QUEENS,111-32,209TH STREET,111-32 209TH STREET,QUEENS VILLAGE,NY,11429,4235009,10967,159,4109670159,512,Queens Village,40.713083,-73.750842,0.87,street_center,,209th St,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
213,13,QUEENS,138-17,230TH PLACE,138-17 230TH PLACE,SPRINGFIELD GARDENS,NY,11413,4283287,13179,27,4131790027,650,Laurelton,40.65689,-73.751317,0.87,street_center,,230th Pl,,,Springfield Gardens,NY,Queens County,11413,US,TIGER/Line® dataset from the US Census Bureau
213,14,QUEENS,188-23,LEWISTON AVENUE,188-23 LEWISTON AVENUE,SAINT ALBANS,NY,11412,4221704,10420,36,4104200036,400,St. Albans,40.699824,-73.764008,1,street_center,,Lewiston Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
213,17,BRONX,3027,EDSON AVENUE,3027 EDSON AVENUE,BRONX,NY,10469,2062326,4781,29,2047810029,46202,Co-op City,40.876057,-73.836756,1,street_center,,Edson Ave,,,Bronx,NY,Bronx County,10469,US,TIGER/Line® dataset from the US Census Bureau
213,18,QUEENS,100-38,FRANCIS LEWIS BOULEVARD,100-38 FRANCIS LEWIS BOULEVARD,QUEENS VILLAGE,NY,11429,4232537,10873,24,4108730024,510,Hollis,40.70954,-73.752044,1,street_center,,Francis Lewis Blvd,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
226,3,QUEENS,190-18,119TH AVENUE,190-18 119TH AVENUE,SAINT ALBANS,NY,11412,4272514,12646,9,4126460009,394,St. Albans,40.688962,-73.759452,0.87,street_center,,119th Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
226,4,QUEENS,197-22,122ND AVENUE,197-22 122ND AVENUE,SPRINGFIELD GARDENS,NY,11413,4274249,12732,9,4127320009,376,St. Albans,40.68777,-73.74932,0.87,range_interpolation,,122nd Ave,,,Springfield Gardens,NY,Queens County,11413,US,TIGER/Line® dataset from the US Census Bureau
226,5,QUEENS,107-27,132ND STREET,107-27 132ND STREET,SOUTH RICHMOND HILL,NY,11419,4206186,9612,68,4096120068,15801,South Ozone Park,40.595457,-74.163354,0.8,range_interpolation,132,Doe Ct,,,Staten Island,NY,Richmond County,10314,US,TIGER/Line® dataset from the US Census Bureau
226,12,QUEENS,99-19,194TH STREET,99-19 194TH STREET,HOLLIS,NY,11423,4231791,10841,1,4108410001,50201,Hollis,40.708344,-73.764684,0.87,street_center,,194th St,,,Hollis,NY,Queens County,11423,US,TIGER/Line® dataset from the US Census Bureau
226,14,QUEENS,113-32,205TH STREET,113-32 205TH STREET,SAINT ALBANS,NY,11412,4235989,10999,75,4109990075,518,St. Albans,40.709184,-73.753872,0.87,street_center,,205th St,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
226,16,QUEENS,119-12,219TH STREET,119-12 219TH STREET,CAMBRIA HEIGHTS,NY,11411,4275406,12778,128,4127780128,610,Cambria Heights,40.69955,-73.738561,0.87,street_center,,219th St,,,Cambria Heights,NY,Queens County,11411,US,TIGER/Line® dataset from the US Census Bureau
226,18,QUEENS,120-56,233RD STREET,120-56 233RD STREET,CAMBRIA HEIGHTS,NY,11411,4276326,12817,53,4128170053,614,Cambria Heights,40.690557,-73.729147,0.87,street_center,,233rd St,,,Cambria Heights,NY,Queens County,11411,US,TIGER/Line® dataset from the US Census Bureau
226,19,QUEENS,184-20,EDGEWOOD AVENUE,184-20 EDGEWOOD AVENUE,SPRINGFIELD GARDENS,NY,11413,4280575,13042,108,4130420108,330,Springfield Gardens North,40.660951,-73.745585,1,street_center,,Edgewood Ave,,,Springfield Gardens,NY,Queens County,11413,US,TIGER/Line® dataset from the US Census Bureau
226,20,QUEENS,186-10,FOCH BOULEVARD,186-10 FOCH BOULEVARD,SAINT ALBANS,NY,11412,4268881,12438,138,4124380138,366,St. Albans,40.690922,-73.763611,1,street_center,,Foch Blvd,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
226,21,QUEENS,119-44,INWOOD STREET,119-44 INWOOD STREET,JAMAICA,NY,11436,4261015,12025,77,4120250077,18402,Baisley Park,40.674379,-73.793207,1,street_center,,Inwood St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
226,22,QUEENS,209-26,NASHVILLE BOULEVARD,209-26 NASHVILLE BOULEVARD,CAMBRIA HEIGHTS,NY,11411,4238130,11055,21,4110550021,53401,Cambria Heights,40.69458,-73.745343,1,street_center,,Nashville Blvd,,,Cambria Heights,NY,Queens County,11411,US,TIGER/Line® dataset from the US Census Bureau
226,24,BRONX,447,EFFINGHAM AVENUE,447 EFFINGHAM AVENUE,BRONX,NY,10473,2021263,3512,39,2035120039,84,Soundview-Castle Hill-Clason Point-Harding Park,40.816327,-73.845084,1,street_center,,Effingham Ave,,,Bronx,NY,Bronx County,10473,US,TIGER/Line® dataset from the US Census Bureau
283,1,QUEENS,165-17,116TH AVENUE,165-17 116TH AVENUE,JAMAICA,NY,11434,4267244,12340,68,4123400068,278,Baisley Park,40.688793,-73.775902,0.87,street_center,,116th Ave,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
283,3,QUEENS,173-09,143RD ROAD,173-09 143RD ROAD,JAMAICA,NY,11434,4271139,12591,227,4125910227,330,Springfield Gardens North,40.669317,-73.768708,0.87,street_center,,143rd Rd,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
283,10,BROOKLYN,140,EAST 91ST STREET,140 EAST 91ST STREET,BROOKLYN,NY,11212,3099788,4609,13,3046090013,880,Prospect Lefferts Gardens-Wingate,40.657464,-73.92384,0.87,street_center,,E 91st St,,,Brooklyn,NY,Kings County,11212,US,TIGER/Line® dataset from the US Census Bureau
283,11,BROOKLYN,182,ADELPHI STREET,182 ADELPHI STREET,BROOKLYN,NY,11205,3058336,2073,46,3020730046,183,Fort Greene,40.694479,-73.97234,1,street_center,,Adelphi St,,,Brooklyn,NY,Kings County,11205,US,TIGER/Line® dataset from the US Census Bureau
283,12,BROOKLYN,341,BERRIMAN STREET,341 BERRIMAN STREET,BROOKLYN,NY,11208,3090238,4070,24,3040700024,1118,East New York,40.669397,-73.878874,1,street_center,,Berriman St,,,Brooklyn,NY,Kings County,11208,US,TIGER/Line® dataset from the US Census Bureau
283,13,BROOKLYN,349,BERRIMAN STREET,349 BERRIMAN STREET,BROOKLYN,NY,11208,3090235,4070,21,3040700021,1118,East New York,40.669397,-73.878874,1,street_center,,Berriman St,,,Brooklyn,NY,Kings County,11208,US,TIGER/Line® dataset from the US Census Bureau
283,14,BROOKLYN,353,BERRIMAN STREET,353 BERRIMAN STREET,BROOKLYN,NY,11208,3090234,4070,19,3040700019,1118,East New York,40.669397,-73.878874,1,street_center,,Berriman St,,,Brooklyn,NY,Kings County,11208,US,TIGER/Line® dataset from the US Census Bureau
283,15,BROOKLYN,359,BERRIMAN STREET,359 BERRIMAN STREET,BROOKLYN,NY,11208,3090231,4070,16,3040700016,1118,East New York,40.669397,-73.878874,1,street_center,,Berriman St,,,Brooklyn,NY,Kings County,11208,US,TIGER/Line® dataset from the US Census Bureau
283,16,BROOKLYN,71,WAVERLY AVENUE,71 WAVERLY AVENUE,BROOKLYN,NY,11205,3054365,1889,36,3018890036,191,Clinton Hill,40.694457,-73.967994,1,street_center,,Waverly Ave,,,Brooklyn,NY,Kings County,11205,US,TIGER/Line® dataset from the US Census Bureau
283,17,BROOKLYN,75,WAVERLY AVENUE,75 WAVERLY AVENUE,BROOKLYN,NY,11205,3054363,1889,34,3018890034,191,Clinton Hill,40.694457,-73.967994,1,street_center,,Waverly Ave,,,Brooklyn,NY,Kings County,11205,US,TIGER/Line® dataset from the US Census Bureau
283,18,BROOKLYN,99,WAVERLY AVENUE,99 WAVERLY AVENUE,BROOKLYN,NY,11205,3054355,1889,22,3018890022,191,Clinton Hill,40.694457,-73.967994,1,street_center,,Waverly Ave,,,Brooklyn,NY,Kings County,11205,US,TIGER/Line® dataset from the US Census Bureau
283,19,BROOKLYN,110,WAVERLY AVENUE,110 WAVERLY AVENUE,BROOKLYN,NY,11205,3054341,1888,177,3018880177,191,Clinton Hill,40.694457,-73.967994,1,street_center,,Waverly Ave,,,Brooklyn,NY,Kings County,11205,US,TIGER/Line® dataset from the US Census Bureau
283,20,BROOKLYN,143,GATES AVENUE,143 GATES AVENUE,BROOKLYN,NY,11238,3056242,1965,75,3019650075,201,Clinton Hill,40.684575,-73.963646,1,street_center,,Gates Ave,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
283,21,BROOKLYN,305,ATKINS AVENUE,305 ATKINS AVENUE,BROOKLYN,NY,11208,3089899,4055,12,3040550012,1194,East New York,40.669584,-73.877658,1,street_center,,Atkins Ave,,,Brooklyn,NY,Kings County,11208,US,TIGER/Line® dataset from the US Census Bureau
283,22,BROOKLYN,367,DOUGLASS STREET,367 DOUGLASS STREET,BROOKLYN,NY,11217,3019182,943,69,3009430069,131,Park Slope-Gowanus,40.680761,-73.985291,1,street_center,,Douglass St,,,Brooklyn,NY,Kings County,11217,US,TIGER/Line® dataset from the US Census Bureau
283,29,BROOKLYN,458,ATKINS AVENUE,458 ATKINS AVENUE,BROOKLYN,NY,11208,3098364,4454,30,3044540030,1118,East New York,40.669584,-73.877658,1,street_center,,Atkins Ave,,,Brooklyn,NY,Kings County,11208,US,TIGER/Line® dataset from the US Census Bureau
260,1,QUEENS,219-30,102ND AVENUE,219-30 102ND AVENUE,QUEENS VILLAGE,NY,11429,4230889,10772,21,4107720021,568,Queens Village,40.713669,-73.74223,0.87,range_interpolation,,102nd Ave,,,Queens Village,NY,Queens County,11429,US,TIGER/Line® dataset from the US Census Bureau
260,2,QUEENS,190-15,109TH ROAD,190-15 109TH ROAD,SAINT ALBANS,NY,11412,4233814,10923,27,4109230027,504,Hollis,40.70359,-73.766434,0.87,street_center,,109th Rd,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
260,5,QUEENS,205-20,112TH AVENUE,205-20 112TH AVENUE,SAINT ALBANS,NY,11412,4235431,10981,139,4109810139,532,Queens Village,40.703197,-73.754707,0.87,street_center,,112th Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
260,8,QUEENS,194-47,115TH AVENUE,194-47 115TH AVENUE,SAINT ALBANS,NY,11412,4236419,11012,43,4110120043,526,St. Albans,40.696618,-73.75868,0.87,street_center,,115th Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
260,9,QUEENS,198-15,116TH AVENUE,198-15 116TH AVENUE,SAINT ALBANS,NY,11412,4237573,11039,4,4110390004,530,St. Albans,40.695926,-73.752479,0.87,street_center,,116th Ave,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
260,11,QUEENS,134-17,120TH AVENUE,134-17 120TH AVENUE,SOUTH OZONE PARK,NY,11420,4253141,11698,35,4116980035,180,South Ozone Park,40.675545,-73.803313,0.87,street_center,,120th Ave,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
260,12,QUEENS,174-36,126TH AVENUE,174-36 126TH AVENUE,JAMAICA,NY,11434,4270211,12522,108,4125220108,33401,St. Albans,40.681624,-73.768972,0.87,street_center,,126th Ave,,,Jamaica,NY,Queens County,11434,US,TIGER/Line® dataset from the US Census Bureau
260,17,QUEENS,124-18,135TH PLACE,124-18 135TH PLACE,SOUTH OZONE PARK,NY,11420,4255191,11759,55,4117590055,814,South Ozone Park,40.668343,-73.802491,0.87,street_center,,135th Pl,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
260,18,QUEENS,131-41,135TH PLACE,131-41 135TH PLACE,SOUTH OZONE PARK,NY,11420,4255950,11781,292,4117810292,814,South Ozone Park,40.668343,-73.802491,0.87,street_center,,135th Pl,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
260,19,QUEENS,133-24,135TH PLACE,133-24 135TH PLACE,SOUTH OZONE PARK,NY,11420,4256344,11795,68,4117950068,814,South Ozone Park,40.668343,-73.802491,0.87,street_center,,135th Pl,,,South Ozone Park,NY,Queens County,11420,US,TIGER/Line® dataset from the US Census Bureau
260,21,QUEENS,119-01,146TH STREET,119-01 146TH STREET,JAMAICA,NY,11436,4261094,12027,49,4120270049,18402,Baisley Park,40.667931,-73.793019,0.87,street_center,,146th St,,,Jamaica,NY,Queens County,11436,US,TIGER/Line® dataset from the US Census Bureau
