"TDS #","BUILDING #",BOROUGH,"HOUSE #",STREET,ADDRESS,CITY,STATE,"ZIP CODE",BIN,BLOCK,LOT,"BOROUGH/BLOCK/LOT #","CENSUS TRACT (2010)","NEIGHBORHOOD TABULATION AREA CODE","NEIGHBORHOOD TABULATION AREA NAME","COMMUNITY DISTRICT","CITY COUNCIL DISTRICT","STATE ASSEMBLY DISTRICT","STATE SENATE DISTRICT","US CONGRESSIONAL DISTRICT",LATITUDE,LONGITUDE,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
53,8,QUEENS,67-17,"KISSENA BOULEVARD","67-17 KISSENA BOULEVARD",FLUSHING,NY,11367,4455431,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734894373148,-73.812821319433,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,8,QUEENS,67-21,"KISSENA BOULEVARD","67-21 KISSENA BOULEVARD",FLUSHING,NY,11367,4455431,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.73483350432,-73.813134751726,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,8,QUEENS,67-23,"KISSENA BOULEVARD","67-23 KISSENA BOULEVARD",FLUSHING,NY,11367,4455431,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734844697378,-73.813357801629,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,8,QUEENS,67-25,"KISSENA BOULEVARD","67-25 KISSENA BOULEVARD",FLUSHING,NY,11367,4455431,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734678633368,-73.81336775996,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,8,QUEENS,67-27,"KISSENA BOULEVARD","67-27 KISSENA BOULEVARD",FLUSHING,NY,11367,4455431,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734657616259,-73.813766514297,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,9,QUEENS,67-07,"KISSENA BOULEVARD","67-07 KISSENA BOULEVARD",FLUSHING,NY,11367,4455430,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.735053923507,-73.813928086647,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,9,QUEENS,67-05,"KISSENA BOULEVARD","67-05 KISSENA BOULEVARD",FLUSHING,NY,11367,4455430,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.735068947213,-73.814288772065,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,9,QUEENS,67-03,"KISSENA BOULEVARD","67-03 KISSENA BOULEVARD",FLUSHING,NY,11367,4455430,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734931766853,-73.814298647612,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,9,QUEENS,67-01,"KISSENA BOULEVARD","67-01 KISSENA BOULEVARD",FLUSHING,NY,11367,4455430,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.73475487148,-73.814308633795,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,10,QUEENS,67-45,"KISSENA BOULEVARD","67-45 KISSENA BOULEVARD",FLUSHING,NY,11367,4455435,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734258696161,-73.814523928287,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,10,QUEENS,67-47,"KISSENA BOULEVARD","67-47 KISSENA BOULEVARD",FLUSHING,NY,11367,4455435,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733962580153,-73.814486781428,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,11,QUEENS,67-41,"KISSENA BOULEVARD","67-41 KISSENA BOULEVARD",FLUSHING,NY,11367,4455434,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733917873358,-73.813954783942,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,11,QUEENS,67-39,"KISSENA BOULEVARD","67-39 KISSENA BOULEVARD",FLUSHING,NY,11367,4455434,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734347421721,-73.813896628205,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,12,QUEENS,67-35,"KISSENA BOULEVARD","67-35 KISSENA BOULEVARD",FLUSHING,NY,11367,4455433,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734303028857,-73.813364983488,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,12,QUEENS,67-37,"KISSENA BOULEVARD","67-37 KISSENA BOULEVARD",FLUSHING,NY,11367,4455433,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733866267291,-73.813427908749,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,13,QUEENS,67-33,"KISSENA BOULEVARD","67-33 KISSENA BOULEVARD",FLUSHING,NY,11367,4455432,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733665666255,-73.812853090236,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,13,QUEENS,67-31,"KISSENA BOULEVARD","67-31 KISSENA BOULEVARD",FLUSHING,NY,11367,4455432,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.73405188122,-73.81279030341,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,13,QUEENS,67-29,"KISSENA BOULEVARD","67-29 KISSENA BOULEVARD",FLUSHING,NY,11367,4455432,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734322717358,-73.812822766638,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,14,QUEENS,67-16,"PARSONS BOULEVARD","67-16 PARSONS BOULEVARD",FLUSHING,NY,11365,4455423,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.7343312635,-73.812119559963,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,14,QUEENS,67-18,"PARSONS BOULEVARD","67-18 PARSONS BOULEVARD",FLUSHING,NY,11365,4455423,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734064029547,-73.812082342293,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,14,QUEENS,67-20,"PARSONS BOULEVARD","67-20 PARSONS BOULEVARD",FLUSHING,NY,11365,4455423,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733793186343,-73.812045135103,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,15,QUEENS,67-12,"PARSONS BOULEVARD","67-12 PARSONS BOULEVARD",FLUSHING,NY,11365,4455422,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734148780224,-73.811488446548,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,15,QUEENS,67-14,"PARSONS BOULEVARD","67-14 PARSONS BOULEVARD",FLUSHING,NY,11365,4455422,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734304245815,-73.811620904512,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,16,QUEENS,67-02,"PARSONS BOULEVARD","67-02 PARSONS BOULEVARD",FLUSHING,NY,11365,4455421,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.734290803874,-73.811096454422,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,16,QUEENS,67-04,"PARSONS BOULEVARD","67-04 PARSONS BOULEVARD",FLUSHING,NY,11365,4455421,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.73401995946,-73.811059251115,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,16,QUEENS,67-08,"PARSONS BOULEVARD","67-08 PARSONS BOULEVARD",FLUSHING,NY,11365,4455421,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733749115926,-73.811022049292,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,17,QUEENS,67-28,"PARSONS BOULEVARD","67-28 PARSONS BOULEVARD",FLUSHING,NY,11365,4455425,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733313568398,-73.811089809979,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,17,QUEENS,67-30,"PARSONS BOULEVARD","67-30 PARSONS BOULEVARD",FLUSHING,NY,11365,4455425,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733154711035,-73.811090260345,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,17,QUEENS,67-32,"PARSONS BOULEVARD","67-32 PARSONS BOULEVARD",FLUSHING,NY,11365,4455425,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732934248396,-73.810953243244,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,18,QUEENS,67-42,"PARSONS BOULEVARD","67-42 PARSONS BOULEVARD",FLUSHING,NY,11365,4455426,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.73260359805,-73.81121611449,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,18,QUEENS,67-40,"PARSONS BOULEVARD","67-40 PARSONS BOULEVARD",FLUSHING,NY,11365,4455426,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732603924678,-73.811415455759,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,18,QUEENS,67-38,"PARSONS BOULEVARD","67-38 PARSONS BOULEVARD",FLUSHING,NY,11365,4455426,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732618622489,-73.811572040206,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,18,QUEENS,67-36,"PARSONS BOULEVARD","67-36 PARSONS BOULEVARD",FLUSHING,NY,11365,4455426,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732788312954,-73.811571560358,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,18,QUEENS,67-34,"PARSONS BOULEVARD","67-34 PARSONS BOULEVARD",FLUSHING,NY,11365,4455426,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732896586087,-73.811547522472,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,19,QUEENS,67-22,"PARSONS BOULEVARD","67-22 PARSONS BOULEVARD",FLUSHING,NY,11365,4455424,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733327093167,-73.811546526296,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,19,QUEENS,67-26,"PARSONS BOULEVARD","67-26 PARSONS BOULEVARD",FLUSHING,NY,11365,4455424,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733342078717,-73.811878724186,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,19,QUEENS,67-24,"PARSONS BOULEVARD","67-24 PARSONS BOULEVARD",FLUSHING,NY,11365,4455424,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.7333497019,-73.81212550965,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,20,QUEENS,155-19,"JEWEL AVENUE","155-19 JEWEL AVENUE",FLUSHING,NY,11367,4455429,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.73311037515,-73.812313289932,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,20,QUEENS,155-21,"JEWEL AVENUE","155-21 JEWEL AVENUE",FLUSHING,NY,11367,4455429,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732835928694,-73.812280839535,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,20,QUEENS,155-23,"JEWEL AVENUE","155-23 JEWEL AVENUE",FLUSHING,NY,11367,4455429,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732565069132,-73.81223414058,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,21,QUEENS,155-15,"JEWEL AVENUE","155-15 JEWEL AVENUE",FLUSHING,NY,11367,4455428,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733267180625,-73.81285641722,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,21,QUEENS,155-11,"JEWEL AVENUE","155-11 JEWEL AVENUE",FLUSHING,NY,11367,4455428,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732992734328,-73.81282396451,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,22,QUEENS,155-07,"JEWEL AVENUE","155-07 JEWEL AVENUE",FLUSHING,NY,11367,4455427,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732566646368,-73.813472263126,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,22,QUEENS,155-05,"JEWEL AVENUE","155-05 JEWEL AVENUE",FLUSHING,NY,11367,4455427,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732588639346,-73.813676289546,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,22,QUEENS,155-03,"JEWEL AVENUE","155-03 JEWEL AVENUE",FLUSHING,NY,11367,4455427,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732437016674,-73.813686206367,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,22,QUEENS,155-01,"JEWEL AVENUE","155-01 JEWEL AVENUE",FLUSHING,NY,11367,4455427,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732299827736,-73.813691335778,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,23,QUEENS,69-15,"KISSENA BOULEVARD","69-15 KISSENA BOULEVARD",FLUSHING,NY,11367,4455436,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733152576709,-73.813743129662,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,23,QUEENS,69-11,"KISSENA BOULEVARD","69-11 KISSENA BOULEVARD",FLUSHING,NY,11367,4455436,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733343905812,-73.81372835597,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,23,QUEENS,69-09,"KISSENA BOULEVARD","69-09 KISSENA BOULEVARD",FLUSHING,NY,11367,4455436,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733351571931,-73.814003619294,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,23,QUEENS,69-05,"KISSENA BOULEVARD","69-05 KISSENA BOULEVARD",FLUSHING,NY,11367,4455436,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733384510095,-73.814278812241,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,23,QUEENS,69-03,"KISSENA BOULEVARD","69-03 KISSENA BOULEVARD",FLUSHING,NY,11367,4455436,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733525309166,-73.81427367271,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,23,QUEENS,69-01,"KISSENA BOULEVARD","69-01 KISSENA BOULEVARD",FLUSHING,NY,11367,4455436,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.733536568824,-73.814539435013,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,24,QUEENS,69-21,"KISSENA BOULEVARD","69-21 KISSENA BOULEVARD",FLUSHING,NY,11367,4455437,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732923186805,-73.814339648106,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,24,QUEENS,69-25,"KISSENA BOULEVARD","69-25 KISSENA BOULEVARD",FLUSHING,NY,11367,4455437,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732735452437,-73.814344917038,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,24,QUEENS,69-29,"KISSENA BOULEVARD","69-29 KISSENA BOULEVARD",FLUSHING,NY,11367,4455437,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732526086095,-73.814369231944,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,24,QUEENS,69-33,"KISSENA BOULEVARD","69-33 KISSENA BOULEVARD",FLUSHING,NY,11367,4455437,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732540879252,-73.81458751728,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,24,QUEENS,69-41,"KISSENA BOULEVARD","69-41 KISSENA BOULEVARD",FLUSHING,NY,11367,4455437,6792,30,4067920030,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732248549074,-73.814659523946,40.732902,-73.814693,1,street_center,,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,25,QUEENS,70-02,"PARSONS BOULEVARD","70-02 PARSONS BOULEVARD",FLUSHING,NY,11365,4451592,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.732079480153,-73.811142407445,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,25,QUEENS,70-10,"PARSONS BOULEVARD","70-10 PARSONS BOULEVARD",FLUSHING,NY,11365,4451592,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731689655852,-73.811205212193,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,25,QUEENS,70-20,"PARSONS BOULEVARD","70-20 PARSONS BOULEVARD",FLUSHING,NY,11365,4451592,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731530586483,-73.811077516384,40.732996,-73.810569,1,street_center,,"Parsons Blvd",,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
53,26,QUEENS,155-30,"JEWEL AVENUE","155-30 JEWEL AVENUE",FLUSHING,NY,11367,4451591,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731725028483,-73.811748461205,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,26,QUEENS,155-26,"JEWEL AVENUE","155-26 JEWEL AVENUE",FLUSHING,NY,11367,4451591,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731884096203,-73.811876158991,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,27,QUEENS,155-22,"JEWEL AVENUE","155-22 JEWEL AVENUE",FLUSHING,NY,11367,4451590,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731792488356,-73.812361956112,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,27,QUEENS,155-24,"JEWEL AVENUE","155-24 JEWEL AVENUE",FLUSHING,NY,11367,4451590,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731637023561,-73.812229500228,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,28,QUEENS,155-18,"JEWEL AVENUE","155-18 JEWEL AVENUE",FLUSHING,NY,11367,4451589,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731587724107,-73.812857834705,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,28,QUEENS,155-16,"JEWEL AVENUE","155-16 JEWEL AVENUE",FLUSHING,NY,11367,4451589,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731446932774,-73.812867722822,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,28,QUEENS,155-20,"JEWEL AVENUE","155-20 JEWEL AVENUE",FLUSHING,NY,11367,4451589,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731255078843,-73.812559761685,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,28,QUEENS,155-14,"JEWEL AVENUE","155-14 JEWEL AVENUE",FLUSHING,NY,11367,4451589,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731273633041,-73.812868208311,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
53,28,QUEENS,155-10,"JEWEL AVENUE","155-10 JEWEL AVENUE",FLUSHING,NY,11367,4451589,6792,1,4067920001,122702,QN38,"Pomonok-Flushing Heights-Hillcrest",8,24,27,16,6,40.731284841128,-73.813100738905,40.728093,-73.830621,1,street_center,,"Jewel Ave",,,Flushing,NY,"Queens County",11367,US,"TIGER/Line® dataset from the US Census Bureau"
